,Date,hot_region,ConfirmedCases,Fatalities
271,2020-04-25,5,39.75847851790229,2.0
272,2020-04-26,5,41.52066805117792,2.0
273,2020-04-27,5,43.26290971291209,2.0
274,2020-04-28,5,44.98559536098736,2.0
275,2020-04-29,5,46.689087845744616,2.0
276,2020-04-30,5,48.37359237570074,2.0
277,2020-05-01,5,50.03934811060097,2.0
278,2020-05-02,5,51.68659103128828,2.0
279,2020-05-03,5,53.315505088090546,2.0
280,2020-05-04,5,54.926266749477406,2.0
281,2020-05-05,5,56.51907023851448,2.0
282,2020-05-06,5,58.0941101671599,2.0
283,2020-05-07,5,59.651580886319906,2.0
284,2020-05-08,5,61.19168181130242,2.0
285,2020-05-09,5,62.714611984110135,2.0
286,2020-05-10,5,64.22056583885303,2.0
287,2020-05-11,5,65.70973404913951,2.0
288,2020-05-12,5,67.18230433224412,2.0
289,2020-05-13,5,68.63846107045062,2.0
290,2020-05-14,5,70.07838608389446,2.0
291,2020-03-13,6,1.0,0.0
292,2020-03-23,6,3.0,0.0
293,2020-03-26,6,7.0,0.0
294,2020-04-02,6,9.0,0.0
295,2020-04-03,6,15.0,0.0
296,2020-04-07,6,19.0,1.0
297,2020-04-11,6,21.0,2.0
298,2020-04-13,6,23.0,2.0
299,2020-04-15,6,24.96138393878937,2.0
300,2020-04-16,6,26.951334949359108,2.0
301,2020-04-17,6,29.00336375639448,2.0
302,2020-04-18,6,31.133133818112665,2.0
303,2020-04-19,6,33.33184599888197,2.0
304,2020-04-20,6,35.557755441786476,2.0
305,2020-04-21,6,37.771482840951535,2.0
306,2020-04-22,6,39.95427123491446,2.0
307,2020-04-23,6,42.10254034887966,2.0
308,2020-04-24,6,44.221466382211744,2.0
309,2020-04-25,6,46.32213025400787,2.0
310,2020-04-26,6,48.41622514383644,2.0
311,2020-04-27,6,50.511595421761825,2.0
312,2020-04-28,6,52.611066212964566,2.0
313,2020-04-29,6,54.713320077973826,2.0
314,2020-04-30,6,56.814482043100575,2.0
315,2020-05-01,6,58.91021051366796,2.0
316,2020-05-02,6,60.9974015333228,2.0
317,2020-05-03,6,63.074798544233076,2.0
318,2020-05-04,6,65.14272536186526,2.0
319,2020-05-05,6,67.20245527309613,2.0
320,2020-05-06,6,69.25550615686736,2.0
321,2020-05-07,6,71.30307052032592,2.0
322,2020-05-08,6,73.34573724415789,2.0
323,2020-05-09,6,75.38350830300196,2.0
324,2020-05-10,6,77.41599934722987,2.0
325,2020-05-11,6,79.4426979210748,2.0
326,2020-05-12,6,81.46317973114283,2.0
327,2020-05-13,6,83.4772240706153,2.0
328,2020-05-14,6,85.48482299896413,2.0
329,2020-03-03,7,1.0,0.0
330,2020-03-06,7,2.0,0.0
331,2020-03-07,7,8.0,0.0
332,2020-03-08,7,12.0,1.0
333,2020-03-10,7,17.0,1.0
334,2020-03-11,7,19.0,1.0
335,2020-03-13,7,31.0,2.0
336,2020-03-14,7,34.0,2.0
337,2020-03-15,7,45.0,2.0
338,2020-03-16,7,56.0,2.0
339,2020-03-17,7,68.0,2.0
340,2020-03-18,7,79.0,2.0
341,2020-03-19,7,97.0,3.0
342,2020-03-20,7,128.0,3.0
343,2020-03-21,7,158.0,4.0
344,2020-03-22,7,266.0,4.0
345,2020-03-23,7,301.0,4.0
346,2020-03-24,7,387.0,6.0
347,2020-03-26,7,502.0,9.0
348,2020-03-27,7,589.0,13.0
349,2020-03-28,7,690.0,18.0
350,2020-03-29,7,745.0,19.0
351,2020-03-30,7,820.0,23.0
352,2020-03-31,7,1054.0,27.0
353,2020-04-02,7,1133.0,36.0
354,2020-04-03,7,1265.0,39.0
355,2020-04-04,7,1451.0,43.0
356,2020-04-06,7,1554.0,48.0
357,2020-04-07,7,1628.0,56.0
358,2020-04-08,7,1715.0,63.0
359,2020-04-09,7,1795.0,72.0
360,2020-04-10,7,1975.0,82.0
361,2020-04-12,7,2142.0,90.0
362,2020-04-13,7,2208.0,97.0
363,2020-04-14,7,2277.0,102.0
364,2020-04-15,7,2341.6101397275925,102.0
365,2020-04-16,7,2400.704758024881,102.0
366,2020-04-17,7,2454.144329804359,102.0
367,2020-04-18,7,2502.0083629562328,102.0
368,2020-04-19,7,2545.006041458284,102.0
369,2020-04-20,7,2584.3766919387767,102.0
370,2020-04-21,7,2620.1646030315937,102.0
371,2020-04-22,7,2652.5718490126164,102.0
372,2020-04-23,7,2681.924131816016,102.0
373,2020-04-24,7,2708.480457165156,102.0
374,2020-04-25,7,2732.4114567560805,102.0
375,2020-04-26,7,2753.9671087759434,102.0
376,2020-04-27,7,2773.4043134424896,102.0
377,2020-04-28,7,2790.9451806205097,102.0
378,2020-04-29,7,2806.7875393090803,102.0
379,2020-04-30,7,2821.1126903921363,102.0
380,2020-05-01,7,2834.0733040843024,102.0
381,2020-05-02,7,2845.798010123025,102.0
382,2020-05-03,7,2856.4006999307585,102.0
383,2020-05-04,7,2865.984441202619,102.0
384,2020-05-05,7,2874.642986618769,102.0
385,2020-05-06,7,2882.4631564735632,102.0
386,2020-05-07,7,2889.525677362684,102.0
387,2020-05-08,7,2895.904719879049,102.0
388,2020-05-09,7,2901.6676187749626,102.0
389,2020-05-10,7,2906.87504622167,102.0
390,2020-05-11,7,2911.581329557252,102.0
391,2020-05-12,7,2915.8349849005035,102.0
392,2020-05-13,7,2919.6794470119094,102.0
393,2020-05-14,7,2923.153791432356,102.0
394,2020-03-01,8,1.0,0.0
395,2020-03-12,8,4.0,0.0
396,2020-03-13,8,8.0,0.0
397,2020-03-14,8,18.0,0.0
398,2020-03-15,8,26.0,0.0
399,2020-03-16,8,52.0,0.0
400,2020-03-17,8,78.0,0.0
401,2020-03-18,8,84.0,0.0
402,2020-03-19,8,115.0,0.0
403,2020-03-20,8,136.0,0.0
404,2020-03-21,8,160.0,0.0
405,2020-03-22,8,194.0,0.0
406,2020-03-23,8,235.0,0.0
407,2020-03-24,8,249.0,0.0
408,2020-03-25,8,265.0,0.0
409,2020-03-26,8,290.0,1.0
410,2020-03-27,8,329.0,1.0
411,2020-03-28,8,407.0,1.0
412,2020-03-29,8,424.0,3.0
413,2020-03-30,8,482.0,3.0
414,2020-03-31,8,532.0,3.0
415,2020-04-01,8,571.0,4.0
416,2020-04-02,8,663.0,7.0
417,2020-04-03,8,736.0,7.0
418,2020-04-04,8,770.0,7.0
419,2020-04-05,8,822.0,7.0
420,2020-04-06,8,833.0,8.0
421,2020-04-07,8,853.0,8.0
422,2020-04-08,8,881.0,9.0
423,2020-04-09,8,921.0,10.0
424,2020-04-10,8,937.0,12.0
425,2020-04-11,8,967.0,13.0
426,2020-04-12,8,1013.0,13.0
427,2020-04-13,8,1039.0,14.0
428,2020-04-14,8,1067.0,16.0
429,2020-04-15,8,1095.3987741470337,16.0
430,2020-04-16,8,1123.7396038272022,16.0
431,2020-04-17,8,1151.7203286862214,16.0
432,2020-04-18,8,1179.126392860072,16.0
433,2020-04-19,8,1205.9927048408065,16.0
434,2020-04-20,8,1232.3729681462821,16.0
435,2020-04-21,8,1258.384203411828,16.0
436,2020-04-22,8,1284.134387036176,16.0
437,2020-04-23,8,1309.6936715066456,16.0
438,2020-04-24,8,1335.0759902610291,16.0
439,2020-04-25,8,1360.2660446245707,16.0
440,2020-04-26,8,1385.2318552876495,16.0
441,2020-04-27,8,1409.9413266107306,16.0
442,2020-04-28,8,1434.3738748527994,16.0
443,2020-04-29,8,1458.525093431204,16.0
444,2020-04-30,8,1482.4023114188412,16.0
445,2020-05-01,8,1506.018885822808,16.0
446,2020-05-02,8,1529.3887175692935,16.0
447,2020-05-03,8,1552.5223689833606,16.0
448,2020-05-04,8,1575.4254935024014,16.0
449,2020-05-05,8,1598.0996224881208,16.0
450,2020-05-06,8,1620.5439614536613,16.0
451,2020-05-07,8,1642.7572512521206,16.0
452,2020-05-08,8,1664.7391190734602,16.0
453,2020-05-09,8,1686.4906761730658,16.0
454,2020-05-10,8,1708.014388742737,16.0
455,2020-05-11,8,1729.3135427443622,16.0
456,2020-05-12,8,1750.391631207783,16.0
457,2020-05-13,8,1771.2518870839474,16.0
458,2020-05-14,8,1791.8970576788001,16.0
459,2020-03-13,9,1.0,0.0
460,2020-03-16,9,2.0,0.0
461,2020-03-18,9,3.0,0.0
462,2020-03-19,9,4.0,0.0
463,2020-03-20,9,6.0,0.0
464,2020-03-21,9,9.0,0.0
465,2020-03-22,9,19.0,0.0
466,2020-03-23,9,32.0,0.0
467,2020-03-24,9,39.0,0.0
468,2020-03-26,9,53.0,0.0
469,2020-03-27,9,62.0,0.0
470,2020-03-28,9,71.0,0.0
471,2020-03-29,9,77.0,0.0
472,2020-03-30,9,78.0,1.0
473,2020-03-31,9,80.0,1.0
474,2020-04-01,9,84.0,1.0
475,2020-04-02,9,87.0,1.0
476,2020-04-03,9,91.0,1.0
477,2020-04-04,9,93.0,2.0
478,2020-04-05,9,96.0,2.0
479,2020-04-08,9,99.0,2.0
480,2020-04-09,9,100.0,2.0
481,2020-04-10,9,103.0,2.0
482,2020-04-14,9,103.0,2.0
483,2020-04-15,9,103.92281687259674,2.0
484,2020-04-16,9,104.75094312822449,2.0
485,2020-04-17,9,105.4804856208545,2.0
486,2020-04-18,9,106.11891096427648,2.0
487,2020-04-19,9,106.68556600030581,2.0
488,2020-04-20,9,107.20139823599777,2.0
489,2020-04-21,9,107.68302979278342,2.0
490,2020-04-22,9,108.14041739649349,2.0
491,2020-04-23,9,108.5774342976631,2.0
492,2020-04-24,9,108.99326981430772,2.0
493,2020-04-25,9,109.38455261332909,2.0
494,2020-04-26,9,109.747430750541,2.0
495,2020-04-27,9,110.07941370638348,2.0
496,2020-04-28,9,110.38045287330608,2.0
497,2020-04-29,9,110.65293798965641,2.0
498,2020-04-30,9,110.90082969596044,2.0
499,2020-05-01,9,111.12852833617741,2.0
500,2020-05-02,9,111.33989368746548,2.0
501,2020-05-03,9,111.53766073790405,2.0
502,2020-05-04,9,111.72333595708156,2.0
503,2020-05-05,9,111.89744736801524,2.0
504,2020-05-06,9,112.05994696241514,2.0
505,2020-05-07,9,112.21063231911516,2.0
506,2020-05-08,9,112.34949989976818,2.0
507,2020-05-09,9,112.4769470126066,2.0
508,2020-05-10,9,112.59378451209624,2.0
509,2020-05-11,9,112.70110199852832,2.0
510,2020-05-12,9,112.80006982249796,2.0
511,2020-05-13,9,112.89175579190878,2.0
512,2020-05-14,9,112.97700819644871,2.0
513,2020-03-07,10,28.0,1.0
514,2020-03-08,10,38.0,2.0
515,2020-03-09,10,48.0,2.0
516,2020-03-10,10,55.0,2.0
517,2020-03-11,10,65.0,2.0
518,2020-03-13,10,92.0,2.0
519,2020-03-14,10,112.0,2.0
520,2020-03-15,10,134.0,2.0
521,2020-03-16,10,171.0,2.0
522,2020-03-17,10,210.0,4.0
523,2020-03-18,10,267.0,5.0
524,2020-03-19,10,307.0,5.0
525,2020-03-20,10,353.0,6.0
526,2020-03-21,10,436.0,6.0
527,2020-03-22,10,669.0,6.0
528,2020-03-24,10,818.0,7.0
529,2020-03-25,10,1029.0,7.0
530,2020-03-26,10,1219.0,7.0
531,2020-03-27,10,1405.0,7.0
532,2020-03-28,10,1617.0,8.0
533,2020-03-29,10,1791.0,8.0
534,2020-03-30,10,2032.0,8.0
535,2020-04-01,10,2182.0,9.0
536,2020-04-02,10,2298.0,10.0
537,2020-04-03,10,2389.0,12.0
538,2020-04-04,10,2493.0,12.0
539,2020-04-05,10,2580.0,16.0
540,2020-04-06,10,2637.0,18.0
541,2020-04-07,10,2686.0,21.0
542,2020-04-08,10,2734.0,21.0
543,2020-04-09,10,2773.0,21.0
544,2020-04-10,10,2822.0,22.0
545,2020-04-11,10,2857.0,23.0
546,2020-04-13,10,2863.0,25.0
547,2020-04-14,10,2870.0,25.0
548,2020-04-15,10,2875.9808837175374,25.0
549,2020-04-16,10,2881.3133459600617,25.0
550,2020-04-17,10,2886.1656353295507,25.0
551,2020-04-18,10,2890.642761690692,25.0
552,2020-04-19,10,2894.8001230854284,25.0
553,2020-04-20,10,2898.615858938713,25.0
554,2020-04-21,10,2902.0538345280665,25.0
555,2020-04-22,10,2905.100858083392,25.0
556,2020-04-23,10,2907.770149114909,25.0
557,2020-04-24,10,2910.0960740140254,25.0
558,2020-04-25,10,2912.128647231695,25.0
559,2020-04-26,10,2913.9203923973637,25.0
560,2020-04-27,10,2915.515958891427,25.0
561,2020-04-28,10,2916.948570756735,25.0
562,2020-04-29,10,2918.240662516062,25.0
563,2020-04-30,10,2919.406177199038,25.0
564,2020-05-01,10,2920.453932440027,25.0
565,2020-05-02,10,2921.3909360632897,25.0
566,2020-05-03,10,2922.2246337002675,25.0
567,2020-05-04,10,2922.963804549979,25.0
568,2020-05-05,10,2923.6183847581,25.0
569,2020-05-06,10,2924.198671868944,25.0
570,2020-05-07,10,2924.714413842834,25.0
571,2020-05-08,10,2925.17415400521,25.0
572,2020-05-09,10,2925.5849630109155,25.0
573,2020-05-10,10,2925.952506527655,25.0
574,2020-05-11,10,2926.2813232163194,25.0
575,2020-05-12,10,2926.5751767946745,25.0
576,2020-05-13,10,2926.8373712759953,25.0
577,2020-05-14,10,2927.0709650944696,25.0
578,2020-03-04,11,1.0,0.0
579,2020-03-10,11,1.0,0.0
580,2020-03-20,11,3.0,0.0
581,2020-03-22,11,5.0,0.0
582,2020-03-24,11,6.0,0.0
583,2020-03-26,11,12.0,0.0
584,2020-03-28,11,15.0,0.0
585,2020-03-31,11,17.0,0.0
586,2020-04-01,11,19.0,0.0
587,2020-04-02,11,21.0,0.0
588,2020-04-03,11,22.0,0.0
589,2020-04-04,11,26.0,0.0
590,2020-04-05,11,27.0,0.0
591,2020-04-06,11,28.0,0.0
592,2020-04-15,11,28.977213203907013,0.0
593,2020-04-16,11,29.948554758343324,0.0
594,2020-04-17,11,30.89903939955411,0.0
595,2020-04-18,11,31.83033239567205,0.0
596,2020-04-19,11,32.764984042833355,0.0
597,2020-04-20,11,33.703152970000765,0.0
598,2020-04-21,11,34.6418136508385,0.0
599,2020-04-22,11,35.582010230898746,0.0
600,2020-04-23,11,36.52309762412112,0.0
601,2020-04-24,11,37.46202329838129,0.0
602,2020-04-25,11,38.398068264652906,0.0
603,2020-04-26,11,39.331539795971494,0.0
604,2020-04-27,11,40.26245398094642,0.0
605,2020-04-28,11,41.19100009987356,0.0
606,2020-04-29,11,42.117629432503314,0.0
607,2020-04-30,11,43.04253825141132,0.0
608,2020-05-01,11,43.96572252927074,0.0
609,2020-05-02,11,44.88716572721942,0.0
610,2020-05-03,11,45.80682658686716,0.0
611,2020-05-04,11,46.72463548596655,0.0
612,2020-05-05,11,47.64055496051797,0.0
613,2020-05-06,11,48.5545828949024,0.0
614,2020-05-07,11,49.46672788080071,0.0
615,2020-05-08,11,50.377003529077705,0.0
616,2020-05-09,11,51.28542658381292,0.0
617,2020-05-10,11,52.192009208072044,0.0
618,2020-05-11,11,53.096757345994995,0.0
619,2020-05-12,11,53.99967395471738,0.0
620,2020-05-13,11,54.9007606968151,0.0
621,2020-05-14,11,55.80001881011599,0.0
622,2020-01-29,12,1.0,0.0
623,2020-01-30,12,3.0,0.0
624,2020-02-01,12,3.0,0.0
625,2020-02-04,12,3.0,0.0
626,2020-02-06,12,4.0,0.0
627,2020-02-07,12,5.0,0.0
628,2020-02-29,12,9.0,0.0
629,2020-03-03,12,11.0,0.0
630,2020-03-05,12,13.0,0.0
631,2020-03-08,12,15.0,0.0
632,2020-03-10,12,18.0,0.0
633,2020-03-11,12,20.0,0.0
634,2020-03-13,12,35.0,0.0
635,2020-03-14,12,46.0,0.0
636,2020-03-15,12,61.0,0.0
637,2020-03-16,12,68.0,0.0
638,2020-03-17,12,78.0,0.0
639,2020-03-18,12,94.0,0.0
640,2020-03-19,12,144.0,0.0
641,2020-03-20,12,184.0,0.0
642,2020-03-21,12,221.0,0.0
643,2020-03-22,12,259.0,0.0
644,2020-03-23,12,319.0,0.0
645,2020-03-24,12,397.0,0.0
646,2020-03-25,12,443.0,0.0
647,2020-03-26,12,493.0,1.0
648,2020-03-27,12,555.0,1.0
649,2020-03-28,12,625.0,1.0
650,2020-03-29,12,656.0,2.0
651,2020-03-30,12,689.0,2.0
652,2020-03-31,12,743.0,2.0
653,2020-04-01,12,781.0,2.0
654,2020-04-02,12,835.0,4.0
655,2020-04-03,12,873.0,4.0
656,2020-04-04,12,900.0,4.0
657,2020-04-05,12,907.0,4.0
